Pfam_domain	1st_count(3858)	2nd_count(561)	p_value
Flavoprotein	8	0	0.5836447586359561
Dak1	8	0	0.5836447586359561
Dak2	8	0	0.5836447586359561
Sulfate_transp	2	0	0.6011013351293193
Pro_CA	14	0	0.30440095753791463
Abhydrolase_1	26	4	0.8651755760988288
POR_N	12	0	0.3742075563356181
POR	5	0	0.856268918808408
PFOR_II	14	4	0.38876046266775477
TPP_enzyme_N	42	0	0.024431600657863175
2-Hacid_dh	16	0	0.24934643648548746
3HCDH_N	137	27	0.17456980884762335
XdhC_C	23	2	0.6847940006140901
AlaDh_PNT_C	100	23	0.05859721151622899
FA_desaturase_2	3	0	0.836250774792703
PAD_porph	6	0	0.7480997578688542
Amidinotransf	9	1	0.8265139543202883
Glyco_hydro_42	11	0	0.4162701788390599
Glyco_hydro_42M	7	0	0.6587784134617484
Glyco_hydro_42C	7	0	0.6587784134617484
DUF4434	4	0	0.9906404858530348
Glyco_hydro_35	9	0	0.5195610922522664
Glyco_hydro_14	7	0	0.6587784134617484
Cellulase	19	0	0.18667937215232913
KfrA_N	2	0	0.6011013351293193
Complex1_51K	6	0	0.7480997578688542
2Fe-2S_thioredx	6	0	0.7480997578688542
NADH_4Fe-4S	8	0	0.5836447586359561
SLBB	6	0	0.7480997578688542
Oxidored_q3	7	0	0.6587784134617484
DUF4401	3	0	0.836250774792703
Creatininase	4	0	0.9906404858530348
Mur_ligase_M	21	0	0.15470072547478098
Mur_ligase_C	23	0	0.12861392475347252
Mur_ligase	15	0	0.27529255503166317
LpxD	2	0	0.6011013351293193
TusA	2	0	0.6011013351293193
Aldedh	61	21	0.0007290920168569341
AcetDehyd-dimer	3	0	0.836250774792703
Semialdhyde_dh	15	17	3.3967758215845205e-11
He_PIG_assoc	2	0	0.6011013351293193
CMD	8	0	0.5836447586359561
Asp_Glu_race	10	2	0.983774884886829
Peripla_BP_3	2	0	0.6011013351293193
Cytidylate_kin	19	0	0.18667937215232913
DUF3416	7	0	0.6587784134617484
DUF3459	23	0	0.12861392475347252
Malt_amylase_C	9	0	0.5195610922522664
GHL6	9	0	0.5195610922522664
CobU	4	0	0.9906404858530348
HAMP	1	0	0.2624307650553325
B12-binding	17	4	0.5837109154013064
adh_short_C2	61	24	2.9017980881101643e-05
adh_short	71	38	5.4509659852720386e-12
Glyco_hydro_1	18	0	0.2053583812033527
ELFV_dehydrog_N	10	0	0.4643114445318468
ELFV_dehydrog	24	0	0.11739180328327824
NAD_binding_7	71	13	0.5434938785457838
TrkA_N	58	9	0.9982974592081154
Epimerase	66	44	1.0710121269063391e-17
hDGE_amylase	12	0	0.3742075563356181
MLTD_N	3	0	0.836250774792703
DBI_PRT	7	0	0.6587784134617484
Nitroreductase	13	0	0.3371696569347064
DNA_pol3_delta2	8	0	0.5836447586359561
AAA	30	0	0.06866530586800838
DNApol3-delta_C	4	0	0.9906404858530348
PMEI	1	0	0.2624307650553325
MM_CoA_mutase	15	0	0.27529255503166317
COX3	5	0	0.856268918808408
Spermine_synth	5	0	0.856268918808408
Methyltransf_25	42	9	0.3915108294565731
Methyltransf_24	5	3	0.11460762253146699
Methyltransf_11	23	7	0.13859688752708654
GDPD	24	0	0.11739180328327824
GDPD_2	20	0	0.16986456537330613
RNA_pol_Rpb2_6	4	0	0.9906404858530348
RNA_pol_Rpb2_2	4	0	0.9906404858530348
RNA_pol_Rpb2_3	4	0	0.9906404858530348
RNA_pol_Rpb2_7	4	0	0.9906404858530348
RNA_pol_Rpb2_45	4	0	0.9906404858530348
RNA_pol_Rpb2_1	4	0	0.9906404858530348
MoaC	4	0	0.9906404858530348
DNA_pol3_beta	9	0	0.5195610922522664
PFK	10	0	0.4643114445318468
NAD_kinase	20	0	0.16986456537330613
DHDPS	6	22	1.6276668378097702e-24
TP_methylase	30	0	0.06866530586800838
Radical_SAM	28	2	0.47148499588244996
CPSase_L_D2	35	0	0.044421708832842834
Biotin_carb_N	18	0	0.2053583812033527
Biotin_carb_C	18	0	0.2053583812033527
Biotin_lipoyl	48	0	0.014751156551881797
ATP-grasp	37	0	0.03740071033384832
Biotin_lipoyl_2	28	0	0.08194699155816776
ATPgrasp_Ter	30	0	0.06866530586800838
HlyD_D23	13	0	0.3371696569347064
Dala_Dala_lig_C	31	0	0.06289337806153798
HlyD_3	18	0	0.2053583812033527
RnfC_N	21	0	0.15470072547478098
Ribul_P_3_epim	5	1	0.7480997578688542
OMPdecase	11	0	0.4162701788390599
QRPTase_C	18	0	0.2053583812033527
MR_MLE_C	31	0	0.06289337806153798
MR_MLE_N	21	0	0.15470072547478098
DLH	7	2	0.7201609604273553
Abhydrolase_6	24	3	0.9665597025462398
Abhydrolase_2	2	0	0.6011013351293193
Hydrolase_4	26	5	0.7599009360943912
Thioesterase	11	4	0.21509157068105336
Esterase	9	0	0.5195610922522664
Peptidase_S9	5	6	0.00019840655688164275
BAAT_C	6	2	0.6066408991562373
Abhydrolase_3	4	6	5.7476803166518295e-05
Fucokinase	5	0	0.856268918808408
Bactofilin	3	0	0.836250774792703
Cob_adeno_trans	4	0	0.9906404858530348
ADH_zinc_N	56	5	0.38481477012773513
ADH_zinc_N_2	37	3	0.4515146981442857
ADH_N	44	3	0.2772278162508621
Pyr_redox_dim	13	0	0.3371696569347064
Pyr_redox	120	28	0.02868605349756662
Pyr_redox_3	96	19	0.26827643910077636
GIDA	94	20	0.15186735609998347
FAD_oxidored	89	20	0.09903856018870844
NAD_binding_8	124	33	0.002155101719492442
T2SS-T3SS_pil_N	3	0	0.836250774792703
Trp_halogenase	36	14	0.0022459309270965837
Amino_oxidase	35	14	0.0016833015313821548
FAD_binding_3	92	32	1.621281814515501e-05
Ndr	10	0	0.4643114445318468
Abhydrolase_4	9	1	0.8265139543202883
Abhydrolase_5	4	1	0.856268918808408
Abhydrolase_8	3	0	0.836250774792703
DUF915	2	0	0.6011013351293193
PGAP1	2	0	0.6011013351293193
Chlorophyllase	3	0	0.836250774792703
Chlorophyllase2	2	0	0.6011013351293193
Acylphosphatase	4	0	0.9906404858530348
Amidohydro_1	34	0	0.04843265610104104
Amidohydro_3	34	0	0.04843265610104104
Aminotran_3	52	0	0.010569431016284572
Se-cys_synth_N	2	0	0.6011013351293193
UbiA	13	0	0.3371696569347064
Glyco_hydro_2_C	12	0	0.3742075563356181
Bgal_small_N	5	0	0.856268918808408
Glyco_hydro_2_N	9	0	0.5195610922522664
DUF4981	5	0	0.856268918808408
Glyco_hydro_2	9	0	0.5195610922522664
BetaGal_dom4_5	6	0	0.7480997578688542
Glyco_transf_20	4	0	0.9906404858530348
FGase	2	0	0.6011013351293193
Glyco_transf_5	5	0	0.856268918808408
PEP_mutase	15	0	0.27529255503166317
His_biosynth	46	1	0.04912045253411896
Sulfatase	3	1	0.9906404858530348
CbiA	27	2	0.5084541518471699
Germane	1	0	0.2624307650553325
TIM	5	0	0.856268918808408
AAA_26	17	0	0.22615014432650699
DUF1611	4	0	0.9906404858530348
MobB	10	0	0.4643114445318468
Peptidase_S13	11	2	0.9001604791523873
Peptidase_S11	18	0	0.2053583812033527
Beta-lactamase2	14	8	0.0025117289711437045
Peptidase_M17_N	8	1	0.7201609604273553
HMGL-like	16	6	0.08222346189398252
DmpG_comm	3	0	0.836250774792703
Porphobil_deam	6	0	0.7480997578688542
Porphobil_deamC	6	0	0.7480997578688542
NMT1	13	0	0.3371696569347064
DDR	1	0	0.2624307650553325
SBP_bac_3	8	1	0.7201609604273553
NMT1_2	6	0	0.7480997578688542
BAT	4	0	0.9906404858530348
MoeA_N	8	0	0.5836447586359561
MoCF_biosynth	9	0	0.5195610922522664
MoeA_C	8	0	0.5836447586359561
Ald_Xan_dh_C2	11	0	0.4162701788390599
Ald_Xan_dh_C	10	0	0.4643114445318468
PhoD	13	0	0.3371696569347064
PhoD_N	13	0	0.3371696569347064
Pur_ac_phosph_N	12	0	0.3742075563356181
Peptidase_M1	10	0	0.4643114445318468
ERAP1_C	10	0	0.4643114445318468
Peptidase_MA_2	1	0	0.2624307650553325
Molybdopterin	15	0	0.27529255503166317
Molydop_binding	15	0	0.27529255503166317
Molybdop_Fe4S4	13	0	0.3371696569347064
Alpha-L-AF_C	2	0	0.6011013351293193
Glyco_hydro_44	2	0	0.6011013351293193
Glyco_hydro_30C	4	0	0.9906404858530348
Aldo_ket_red	12	2	0.82354712075765
Methyltransf_33	4	0	0.9906404858530348
NAD_binding_11	19	0	0.18667937215232913
OCD_Mu_crystall	20	2	0.8508243526192243
Glyco_trans_4_4	12	0	0.3742075563356181
Rossmann-like	11	0	0.4162701788390599
Sacchrp_dh_NADP	41	19	2.146145064902519e-05
NmrA	31	19	2.083790785924723e-07
UDPG_MGDP_dh_N	50	13	0.08616132401232632
Proton_antipo_M	23	0	0.12861392475347252
Transket_pyr	25	10	0.009948103018793312
DXP_synthase_N	20	9	0.007007967323443929
TPP_enzyme_C	66	9	0.9940311352572608
Amidase	11	0	0.4162701788390599
ADK	6	0	0.7480997578688542
AAA_17	16	1	0.630930373879381
ADK_lid	4	0	0.9906404858530348
AAA_33	46	1	0.04912045253411896
AAA_18	41	1	0.07433130178271197
Thymidylate_kin	13	0	0.3371696569347064
SRP54	9	0	0.5195610922522664
AAA_28	28	0	0.08194699155816776
zf-RRN7	2	0	0.6011013351293193
AAA_5	19	0	0.18667937215232913
AAA_24	10	0	0.4643114445318468
AAA_22	46	1	0.04912045253411896
Mg_chelatase	15	0	0.27529255503166317
FeS_assembly_P	4	0	0.9906404858530348
Zn_Tnp_IS1595	5	0	0.856268918808408
Zn-ribbon_8	5	0	0.856268918808408
Pilus_CpaD	3	0	0.836250774792703
ATP-grasp_3	28	0	0.08194699155816776
GCV_H	28	0	0.08194699155816776
NQRA	8	0	0.5836447586359561
Meth_synt_2	7	0	0.6587784134617484
Meth_synt_1	5	0	0.856268918808408
Fe-ADH_2	10	1	0.9252044228832176
Fe-ADH	13	1	0.82354712075765
DHQ_synthase	8	1	0.7201609604273553
Glycos_transf_3	9	0	0.5195610922522664
Glycos_trans_3N	10	0	0.4643114445318468
LacAB_rpiB	9	0	0.5195610922522664
Gly_rich_SFCGS	2	0	0.6011013351293193
Tautomerase	2	0	0.6011013351293193
Tautomerase_3	1	0	0.2624307650553325
DUF1998	1	0	0.2624307650553325
APS_kinase	6	1	0.6587784134617484
KTI12	4	1	0.856268918808408
Zeta_toxin	16	1	0.630930373879381
AAA_16	46	1	0.04912045253411896
NTPase_1	5	0	0.856268918808408
CPT	5	0	0.856268918808408
ArgK	7	0	0.6587784134617484
EccE	5	0	0.856268918808408
AAA_30	25	0	0.10721530617472326
Parvo_NS1	2	0	0.6011013351293193
FGGY_N	22	7	0.11474305739118815
FGGY_C	23	0	0.12861392475347252
BcrAD_BadFG	10	11	2.6441337891796576e-07
HSP70	2	0	0.6011013351293193
DUF1634	1	0	0.2624307650553325
Oxidored_q5_N	9	0	0.5195610922522664
PALP	47	2	0.10839045724909602
RibD_C	10	0	0.4643114445318468
HTH_IclR	2	0	0.6011013351293193
Gp_dh_C	8	4	0.08612004831285962
Gp_dh_N	12	1	0.9001604791523873
DapB_N	11	7	0.002788248503638458
NAD_binding_3	8	4	0.08612004831285962
GFO_IDH_MocA	18	16	7.321089923408724e-09
MurB_C	5	0	0.856268918808408
FAD_binding_4	22	0	0.14100377359814867
S-AdoMet_synt_C	5	0	0.856268918808408
S-AdoMet_synt_M	5	0	0.856268918808408
S-AdoMet_synt_N	5	0	0.856268918808408
AdoMet_Synthase	2	0	0.6011013351293193
E1_dh	27	8	0.11920120120554951
TAL_FSA	6	0	0.7480997578688542
Glycos_transf_2	3	0	0.836250774792703
CPSase_L_D3	4	0	0.9906404858530348
MGS	8	0	0.5836447586359561
ATP-grasp_4	13	0	0.3371696569347064
DJ-1_PfpI	25	0	0.10721530617472326
ATP-grasp_5	16	0	0.24934643648548746
Catalase	13	0	0.3371696569347064
Catalase-rel	13	0	0.3371696569347064
GATase_6	19	0	0.18667937215232913
GATase_4	15	0	0.27529255503166317
Fer4_20	7	0	0.6587784134617484
K_oxygenase	36	0	0.04075474588980472
FMO-like	11	2	0.9001604791523873
Lycopene_cycl	56	14	0.09500920922050024
NAD_binding_9	48	15	0.013199999023229943
Phytase	1	0	0.2624307650553325
PTS_EIIC	14	0	0.30440095753791463
TPP_enzyme_M	35	1	0.1227477079429707
CO_dh	8	0	0.5836447586359561
PTS_EIIA_1	4	0	0.9906404858530348
AbiEi_4	2	0	0.6011013351293193
Ferrochelatase	6	0	0.7480997578688542
UPF0052	4	0	0.9906404858530348
Urease_gamma	10	0	0.4643114445318468
DUF4054	3	0	0.836250774792703
His_Phos_1	8	0	0.5836447586359561
RVT_3	4	0	0.9906404858530348
RNase_H	4	0	0.9906404858530348
Pectate_lyase	3	0	0.836250774792703
Glyco_hydro_6	12	0	0.3742075563356181
CBM_2	8	0	0.5836447586359561
Thy1	4	0	0.9906404858530348
GATase_2	10	0	0.4643114445318468
Glu_synthase	29	1	0.2039634400695583
Glu_syn_central	5	0	0.856268918808408
GXGXG	5	0	0.856268918808408
FMN_dh	40	1	0.0807827235807911
HIT	5	0	0.856268918808408
CwfJ_C_1	4	0	0.9906404858530348
DcpS_C	4	0	0.9906404858530348
Sdh_cyt	12	0	0.3742075563356181
Fumarate_red_D	2	0	0.6011013351293193
Fumarate_red_C	4	0	0.9906404858530348
Ferric_reduct	4	0	0.9906404858530348
Gln-synt_C	17	0	0.22615014432650699
Gln-synt_N_2	9	0	0.5195610922522664
PBP5_C	2	0	0.6011013351293193
VitK2_biosynth	7	0	0.6587784134617484
SLD5_C	2	0	0.6011013351293193
CBS	12	0	0.3742075563356181
HAD	15	1	0.689420487098669
HAD_2	17	1	0.5775281141590435
Hydrolase	21	1	0.4065020182246315
Hydrolase_like	14	1	0.7534641722329596
Ligase_CoA	14	1	0.7534641722329596
GATase_3	21	0	0.15470072547478098
GATase	35	4	0.8274721878700976
SNO	18	0	0.2053583812033527
Peptidase_S51	8	0	0.5836447586359561
Trehalose_PPase	4	0	0.9906404858530348
Hydrolase_3	8	0	0.5836447586359561
NTP_transf_8	1	0	0.2624307650553325
Citrate_synt	15	0	0.27529255503166317
2-oxoacid_dh	20	0	0.16986456537330613
E3_binding	15	0	0.27529255503166317
AIRC	4	0	0.9906404858530348
HEAT	3	0	0.836250774792703
Glu_dehyd_C	35	1	0.1227477079429707
DFP	12	0	0.3742075563356181
YjeF_N	7	1	0.6066408991562373
Glyco_transf_4	18	2	0.9790353961936653
DUF4129	3	1	0.9906404858530348
CBM_20	2	0	0.6011013351293193
DUF4859	2	0	0.6011013351293193
FR47	9	0	0.5195610922522664
Acetyltransf_1	13	0	0.3371696569347064
Acetyltransf_3	8	1	0.7201609604273553
Acetyltransf_10	13	0	0.3371696569347064
QRPTase_N	7	0	0.6587784134617484
LysR_substrate	3	0	0.836250774792703
DUF2118	5	0	0.856268918808408
DUF1805	1	0	0.2624307650553325
Transpeptidase	15	2	0.802973970541879
Oxidored_q2	8	0	0.5836447586359561
Pox_A14	4	0	0.9906404858530348
AIRS_C	12	0	0.3742075563356181
AIRS	13	0	0.3371696569347064
GalKase_gal_bdg	4	0	0.9906404858530348
GHMP_kinases_N	8	4	0.08612004831285962
GHMP_kinases_C	9	4	0.12278967974579776
Urocanase_C	4	0	0.9906404858530348
Urocanase	4	0	0.9906404858530348
Urocanase_N	4	0	0.9906404858530348
PGM_PMM_I	15	3	0.8788444638221824
PGM_PMM_III	15	3	0.8788444638221824
PGM_PMM_II	16	3	0.9515871492460802
PGM_PMM_IV	12	3	0.6435037563166024
RNase_PH	4	0	0.9906404858530348
PNPase	4	0	0.9906404858530348
S1	4	0	0.9906404858530348
KH_1	6	0	0.7480997578688542
RNase_PH_C	4	0	0.9906404858530348
KH_2	4	0	0.9906404858530348
KH_4	3	0	0.836250774792703
Thiolase_N	30	54	1.3233562550330953e-45
Chal_sti_synt_N	9	0	0.5195610922522664
Fer4_18	15	0	0.27529255503166317
Fer4_15	18	0	0.2053583812033527
Fer4_3	13	0	0.3371696569347064
Fer4_16	17	0	0.22615014432650699
Fer4_22	8	0	0.5836447586359561
DNA_pol3_alpha	6	0	0.7480997578688542
PHP	5	0	0.856268918808408
HHH_6	6	0	0.7480997578688542
tRNA_anti-codon	6	0	0.7480997578688542
DUF1487	10	5	0.04374078414262665
Bac_GDH	6	0	0.7480997578688542
Ferritin	5	0	0.856268918808408
Rubrerythrin	5	0	0.856268918808408
DUF455	3	0	0.836250774792703
HTH_17	3	0	0.836250774792703
HTH_23	5	0	0.856268918808408
MerR	3	0	0.836250774792703
Sigma70_r4_2	3	0	0.836250774792703
MerR_1	3	0	0.836250774792703
HTH_29	4	0	0.9906404858530348
Terminase_5	3	0	0.836250774792703
HTH_28	3	0	0.836250774792703
3HCDH	16	7	0.02456609247629292
CybS	4	0	0.9906404858530348
OSCP	4	0	0.9906404858530348
NIR_SIR	8	0	0.5836447586359561
Fer2_BFD	8	0	0.5836447586359561
NIR_SIR_ferr	11	0	0.4162701788390599
ACPS	8	0	0.5836447586359561
ImmE5	1	0	0.2624307650553325
FBPase_glpX	4	0	0.9906404858530348
ILVD_EDD	9	0	0.5195610922522664
DUF4154	3	0	0.836250774792703
APH_6_hur	2	1	0.836250774792703
CM_2	8	0	0.5836447586359561
PSK_trans_fac	2	0	0.6011013351293193
SKI	15	0	0.27529255503166317
dNK	8	0	0.5836447586359561
RuvB_N	13	0	0.3371696569347064
ABC_tran	31	1	0.17206669094133856
RNA_helicase	10	0	0.4643114445318468
RsgA_GTPase	23	1	0.34159974201176674
Cytidylate_kin2	14	0	0.30440095753791463
TsaE	8	0	0.5836447586359561
CoaE	11	0	0.4162701788390599
Rad17	11	0	0.4162701788390599
Chal_sti_synt_C	3	0	0.836250774792703
TM1586_NiRdase	7	0	0.6587784134617484
Arginosuc_synth	9	0	0.5195610922522664
QueC	14	6	0.046232652696883564
Asn_synthase	18	0	0.2053583812033527
Allantoicase	4	0	0.9906404858530348
Glyco_hydro_4C	8	0	0.5836447586359561
Glyco_hydro_4	8	0	0.5836447586359561
Gly_kinase	7	0	0.6587784134617484
CobA_CobO_BtuR	4	0	0.9906404858530348
UDPG_MGDP_dh	7	0	0.6587784134617484
UDPG_MGDP_dh_C	11	1	0.983774884886829
CbiG_N	4	1	0.856268918808408
CoA_binding	11	2	0.9001604791523873
Succ_CoA_lig	7	0	0.6587784134617484
CoA_binding_2	9	4	0.12278967974579776
VIT1	2	0	0.6011013351293193
GATase_5	4	0	0.9906404858530348
Peptidase_C26	29	1	0.2039634400695583
DUF2920	1	0	0.2624307650553325
BATS	4	0	0.9906404858530348
CbiC	4	0	0.9906404858530348
ADH_N_assoc	5	0	0.856268918808408
IGPS	10	0	0.4643114445318468
FAA_hydrolase	8	0	0.5836447586359561
FAA_hydrolase_N	5	0	0.856268918808408
G_glu_transpept	8	0	0.5836447586359561
PfkB	45	1	0.053350900428396755
Phos_pyr_kin	24	0	0.11739180328327824
DAO_C	10	0	0.4643114445318468
DNA_pol3_beta_3	8	0	0.5836447586359561
DNA_pol3_beta_2	8	0	0.5836447586359561
Acyl-CoA_dh_M	37	2	0.2363407577595899
Acyl-CoA_dh_1	38	2	0.2187014361668864
HEM4	9	0	0.5195610922522664
Trans_reg_C	4	0	0.9906404858530348
Glyoxalase_4	11	1	0.983774884886829
Glyoxalase_3	9	0	0.5195610922522664
Glyoxalase	11	1	0.983774884886829
Amidohydro_2	12	2	0.82354712075765
PDT	4	0	0.9906404858530348
ACT	37	7	0.6773971246355717
XFP_N	11	1	0.983774884886829
XFP_C	5	0	0.856268918808408
XFP	4	0	0.9906404858530348
FolB	5	0	0.856268918808408
DUF2437	4	0	0.9906404858530348
Spore_YhcN_YlaJ	2	0	0.6011013351293193
Melibiase_2	7	0	0.6587784134617484
NPCBM	2	0	0.6011013351293193
NPCBM_assoc	3	0	0.836250774792703
Melibiase	7	0	0.6587784134617484
Melibiase_2_C	3	0	0.836250774792703
DNA_RNApol_7kD	3	0	0.836250774792703
Urease_beta	10	0	0.4643114445318468
Orn_Arg_deC_N	15	0	0.27529255503166317
Orn_DAP_Arg_deC	13	0	0.3371696569347064
Methyltransf_31	18	6	0.13149910432449255
Ribonuc_red_lgC	8	0	0.5836447586359561
Ribonuc_red_lgN	8	0	0.5836447586359561
E3_UFM1_ligase	1	0	0.2624307650553325
HK	3	0	0.836250774792703
OKR_DC_1	8	1	0.7201609604273553
Glycos_transf_1	4	0	0.9906404858530348
Glyco_trans_1_4	5	1	0.7480997578688542
Glyco_trans_1_2	4	0	0.9906404858530348
Glyco_trans_4_2	2	0	0.6011013351293193
Pec_lyase_C	3	0	0.836250774792703
Beta_helix	3	0	0.836250774792703
Cytochrom_B_N_2	6	0	0.7480997578688542
Cytochrome_B	6	0	0.7480997578688542
DUF4405	6	0	0.7480997578688542
BPL_C	4	0	0.9906404858530348
BPL_LplA_LipB	11	0	0.4162701788390599
BPL_LplA_LipB_2	3	0	0.836250774792703
FMN_red	9	0	0.5195610922522664
Flavodoxin_2	9	0	0.5195610922522664
ThiG	29	1	0.2039634400695583
DUF561	5	0	0.856268918808408
IMPDH	40	1	0.0807827235807911
A_deaminase	19	0	0.18667937215232913
PHB_acc_N	1	0	0.2624307650553325
BNR_2	7	0	0.6587784134617484
Laminin_G_3	6	0	0.7480997578688542
BNR	7	0	0.6587784134617484
Laminin_G_2	4	0	0.9906404858530348
BNR_3	6	0	0.7480997578688542
DUF4185	2	0	0.6011013351293193
Laminin_G_1	4	0	0.9906404858530348
FAD_binding_5	13	0	0.3371696569347064
CO_deh_flav_C	11	0	0.4162701788390599
DNA_pol_A	7	0	0.6587784134617484
5_3_exonuc_N	4	0	0.9906404858530348
5_3_exonuc	4	0	0.9906404858530348
DNA_pol_A_exo1	8	0	0.5836447586359561
DNA_pol_lambd_f	3	1	0.9906404858530348
HHH_5	10	0	0.4643114445318468
HHH_2	3	0	0.836250774792703
NYN_YacP	1	0	0.2624307650553325
Peptidase_M20	9	0	0.5195610922522664
M20_dimer	7	0	0.6587784134617484
Peptidase_M28	9	0	0.5195610922522664
Carboxyl_trans	13	0	0.3371696569347064
ACCA	5	0	0.856268918808408
MdcE	10	0	0.4643114445318468
GCS2	10	0	0.4643114445318468
MTS	10	4	0.1660134471847068
Cons_hypoth95	8	0	0.5836447586359561
SAM_MT	1	0	0.2624307650553325
PrmA	6	3	0.17366875505706264
Methyltransf_23	10	7	0.0015287418008169285
Met_10	2	0	0.6011013351293193
DHquinase_II	4	1	0.856268918808408
AdoHcyase	5	0	0.856268918808408
AdoHcyase_NAD	26	3	0.9190519794334406
THF_DHG_CYH_C	24	3	0.9665597025462398
Nitrate_red_gam	4	0	0.9906404858530348
PE_PPE_C	1	0	0.2624307650553325
DAGK_cat	12	0	0.3742075563356181
Putative_PNPOx	7	0	0.6587784134617484
PNP_phzG_C	7	0	0.6587784134617484
Pyridox_oxase_2	6	0	0.7480997578688542
SIS_2	18	0	0.2053583812033527
SIS	17	0	0.22615014432650699
Semialdhyde_dhC	5	7	1.5526837049202873e-05
Formyl_trans_N	16	0	0.24934643648548746
Formyl_trans_C	7	0	0.6587784134617484
Oxidored_nitro	6	2	0.6066408991562373
Peripla_BP_6	2	1	0.836250774792703
Methyltransf_19	1	0	0.2624307650553325
CbiJ	5	0	0.856268918808408
PapA_C	1	0	0.2624307650553325
Aldolase	15	5	0.18680744188275794
FAD-oxidase_C	13	0	0.3371696569347064
